Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,CADILLAC, ELR,CADILLAC ELR,10/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,OCT,0,2017,10
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,10/1/2017,Reset,1362,1,1,0,,1362,,-1362,0,Hybrid,1,OCT,1362,2017,10
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,10/1/2017,Reset,875,1,1,0,,875,,-875,0,Hybrid,1,OCT,875,2017,10
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,10/1/2017,Reset,569,1,1,0,,569,,-569,0,Hybrid,1,OCT,569,2017,10
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,10/1/2017,Reset,741,1,1,0,,741,,-741,0,Hybrid,1,OCT,741,2017,10
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,10/1/2017,Reset,210,1,1,0,,210,,-210,0,Hybrid,1,OCT,210,2017,10
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,10/1/2017,Reset,235,1,1,0,,235,,-235,0,Hybrid,1,OCT,235,2017,10
NON TESLA,MERCEDES, C350E,MERCEDES C350E,10/1/2017,Reset,49,1,1,0,,49,,-49,0,Hybrid,1,OCT,49,2017,10
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,10/1/2017,Reset,8,1,1,0,,8,,-8,0,Hybrid,1,OCT,8,2017,10
NON TESLA,MERCEDES, S550E,MERCEDES S550E,10/1/2017,Reset,16,1,1,0,,16,,-16,0,Hybrid,1,OCT,16,2017,10
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,10/1/2017,Reset,56,1,1,0,,56,,-56,0,Hybrid,1,OCT,56,2017,10
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,10/1/2017,Reset,73,1,1,0,,73,,-73,0,Hybrid,1,OCT,73,2017,10
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,10/1/2017,Reset,2,1,1,0,,2,,-2,0,Hybrid,1,OCT,2,2017,10
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,10/1/2017,Reset,1626,1,1,0,,1626,,-1626,0,Hybrid,1,OCT,1626,2017,10
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,10/1/2017,Reset,28,1,1,0,,28,,-28,0,Hybrid,1,OCT,28,2017,10
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,10/1/2017,Reset,100,1,1,0,,100,,-100,0,Hybrid,1,OCT,100,2017,10
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,10/1/2017,Reset,174,1,1,0,,174,,-174,0,Hybrid,1,OCT,174,2017,10
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,9/1/2017,Reset,85,1,1,0,,85,,-73.612159322,-42.5,Hybrid,1,SEP,85,2017,9
NON TESLA,BMW, 330E,BMW 330E,9/1/2017,Reset,329,1,1,0,,329,,-284.922357845,-164.5,Hybrid,1,SEP,329,2017,9
NON TESLA,BMW, 530E,BMW 530E,9/1/2017,Reset,511,1,1,0,,511,,-442.538981334,-255.5,Hybrid,1,SEP,511,2017,9
NON TESLA,BMW, 740E,BMW 740E,9/1/2017,Reset,43,1,1,0,,43,,-37.239092363,-21.5,Hybrid,1,SEP,43,2017,9
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,9/1/2017,Reset,333,1,1,0,,333,,-288.386459460,-166.5,Hybrid,1,SEP,333,2017,9
NON TESLA,BMW, I8,BMW I8,9/1/2017,Reset,27,1,1,0,,27,,-23.382685902,-13.5,Hybrid,1,SEP,27,2017,9
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,9/1/2017,Reset,27,1,1,0,,27,,-23.382685902,-13.5,Hybrid,1,SEP,27,2017,9
NON TESLA,CADILLAC, ELR,CADILLAC ELR,9/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,SEP,0,2017,9
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,9/1/2017,Reset,1453,1,1,0,,1453,,-1258.334911699,-726.5,Hybrid,1,SEP,1453,2017,9
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,9/1/2017,Reset,475,1,1,0,,475,,-411.362066798,-237.5,Hybrid,1,SEP,475,2017,9
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,9/1/2017,Reset,683,1,1,0,,683,,-591.495350785,-341.5,Hybrid,1,SEP,683,2017,9
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,9/1/2017,Reset,763,1,1,0,,763,,-660.777383088,-381.5,Hybrid,1,SEP,763,2017,9
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,9/1/2017,Reset,190,1,1,0,,190,,-164.544826719,-95,Hybrid,1,SEP,190,2017,9
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,9/1/2017,Reset,228,1,1,0,,228,,-197.453792063,-114,Hybrid,1,SEP,228,2017,9
NON TESLA,MERCEDES, C350E,MERCEDES C350E,9/1/2017,Reset,126,1,1,0,,126,,-109.119200877,-63,Hybrid,1,SEP,126,2017,9
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,9/1/2017,Reset,14,1,1,0,,14,,-12.124355653,-7,Hybrid,1,SEP,14,2017,9
NON TESLA,MERCEDES, S550E,MERCEDES S550E,9/1/2017,Reset,35,1,1,0,,35,,-30.310889132,-17.5,Hybrid,1,SEP,35,2017,9
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,9/1/2017,Reset,80,1,1,0,,80,,-69.282032303,-40,Hybrid,1,SEP,80,2017,9
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,9/1/2017,Reset,124,1,1,0,,124,,-107.387150069,-62,Hybrid,1,SEP,124,2017,9
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,9/1/2017,Reset,1,1,1,0,,1,,-0.866025404,-0.5,Hybrid,1,SEP,1,2017,9
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,9/1/2017,Reset,1899,1,1,0,,1899,,-1644.582241787,-949.5,Hybrid,1,SEP,1899,2017,9
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,9/1/2017,Reset,5,1,1,0,,5,,-4.330127019,-2.5,Hybrid,1,SEP,5,2017,9
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,9/1/2017,Reset,97,1,1,0,,97,,-84.004464167,-48.5,Hybrid,1,SEP,97,2017,9
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,9/1/2017,Reset,236,1,1,0,,236,,-204.381995293,-118,Hybrid,1,SEP,236,2017,9
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,1/1/2018,Reset,145,1,1,0,,145,,0,145,Hybrid,1,JAN,145,2018,1
NON TESLA,BMW, 330E,BMW 330E,1/1/2018,Reset,101,1,1,0,,101,,0,101,Hybrid,1,JAN,101,2018,1
NON TESLA,BMW, 530E,BMW 530E,1/1/2018,Reset,224,1,1,0,,224,,0,224,Hybrid,1,JAN,224,2018,1
NON TESLA,BMW, 740E,BMW 740E,1/1/2018,Reset,18,1,1,0,,18,,0,18,Hybrid,1,JAN,18,2018,1
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,1/1/2018,Reset,261,1,1,0,,261,,0,261,Hybrid,1,JAN,261,2018,1
NON TESLA,BMW, I8,BMW I8,1/1/2018,Reset,32,1,1,0,,32,,0,32,Hybrid,1,JAN,32,2018,1
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,1/1/2018,Reset,6,1,1,0,,6,,0,6,Hybrid,1,JAN,6,2018,1
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,1/1/2018,Reset,713,1,1,0,,713,,0,713,Hybrid,1,JAN,713,2018,1
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,1/1/2018,Reset,375,1,1,0,,375,,0,375,Hybrid,1,JAN,375,2018,1
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,1/1/2018,Reset,234,1,1,0,,234,,0,234,Hybrid,1,JAN,234,2018,1
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,1/1/2018,Reset,640,1,1,0,,640,,0,640,Hybrid,1,JAN,640,2018,1
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,1/1/2018,Reset,604,1,1,0,,604,,0,604,Hybrid,1,JAN,604,2018,1
NON TESLA,HYUNDAI, IONIQ PHEV,HYUNDAI IONIQ PHEV,1/1/2018,Reset,22,1,1,0,,22,,0,22,Hybrid,1,JAN,22,2018,1
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,1/1/2018,Reset,52,1,1,0,,52,,0,52,Hybrid,1,JAN,52,2018,1
NON TESLA,KIA, NIRO PHEV,KIA NIRO PHEV,1/1/2018,Reset,155,1,1,0,,155,,0,155,Hybrid,1,JAN,155,2018,1
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,1/1/2018,Reset,86,1,1,0,,86,,0,86,Hybrid,1,JAN,86,2018,1
NON TESLA,MERCEDES, C350E,MERCEDES C350E,1/1/2018,Reset,29,1,1,0,,29,,0,29,Hybrid,1,JAN,29,2018,1
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,1/1/2018,Reset,44,1,1,0,,44,,0,44,Hybrid,1,JAN,44,2018,1
NON TESLA,MERCEDES, S550E,MERCEDES S550E,1/1/2018,Reset,13,1,1,0,,13,,0,13,Hybrid,1,JAN,13,2018,1
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,1/1/2018,Reset,127,1,1,0,,127,,0,127,Hybrid,1,JAN,127,2018,1
NON TESLA,MITSUBISHI, OUTLANDER PHEV,MITSUBISHI OUTLANDER PHEV,1/1/2018,Reset,300,1,1,0,,300,,0,300,Hybrid,1,JAN,300,2018,1
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,1/1/2018,Reset,113,1,1,0,,113,,0,113,Hybrid,1,JAN,113,2018,1
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,1/1/2018,Reset,1,1,1,0,,1,,0,1,Hybrid,1,JAN,1,2018,1
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,1/1/2018,Reset,1496,1,1,0,,1496,,0,1496,Hybrid,1,JAN,1496,2018,1
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,1/1/2018,Reset,27,1,1,0,,27,,0,27,Hybrid,1,JAN,27,2018,1
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,1/1/2018,Reset,109,1,1,0,,109,,0,109,Hybrid,1,JAN,109,2018,1
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,1/1/2018,Reset,99,1,1,0,,99,,0,99,Hybrid,1,JAN,99,2018,1
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,7/1/2018,Reset,220,1,1,0,,220,,0,-220,Hybrid,1,JUL,220,2018,7
NON TESLA,BMW, 330E,BMW 330E,7/1/2018,Reset,106,1,1,0,,106,,0,-106,Hybrid,1,JUL,106,2018,7
NON TESLA,BMW, 530E,BMW 530E,7/1/2018,Reset,536,1,1,0,,536,,0,-536,Hybrid,1,JUL,536,2018,7
NON TESLA,BMW, 740E,BMW 740E,7/1/2018,Reset,40,1,1,0,,40,,0,-40,Hybrid,1,JUL,40,2018,7
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,7/1/2018,Reset,431,1,1,0,,431,,0,-431,Hybrid,1,JUL,431,2018,7
NON TESLA,BMW, I8,BMW I8,7/1/2018,Reset,72,1,1,0,,72,,0,-72,Hybrid,1,JUL,72,2018,7
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,7/1/2018,Reset,26,1,1,0,,26,,0,-26,Hybrid,1,JUL,26,2018,7
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,7/1/2018,Reset,1475,1,1,0,,1475,,0,-1475,Hybrid,1,JUL,1475,2018,7
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,7/1/2018,Reset,450,1,1,0,,450,,0,-450,Hybrid,1,JUL,450,2018,7
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,7/1/2018,Reset,4,1,1,0,,4,,0,-4,Hybrid,1,JUL,4,2018,7
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,7/1/2018,Reset,522,1,1,0,,522,,0,-522,Hybrid,1,JUL,522,2018,7
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,7/1/2018,Reset,1542,1,1,0,,1542,,0,-1542,Hybrid,1,JUL,1542,2018,7
NON TESLA,HYUNDAI, IONIQ PHEV,HYUNDAI IONIQ PHEV,7/1/2018,Reset,180,1,1,0,,180,,0,-180,Hybrid,1,JUL,180,2018,7
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,7/1/2018,Reset,60,1,1,0,,60,,0,-60,Hybrid,1,JUL,60,2018,7
NON TESLA,KIA, NIRO PHEV,KIA NIRO PHEV,7/1/2018,Reset,225,1,1,0,,225,,0,-225,Hybrid,1,JUL,225,2018,7
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,7/1/2018,Reset,90,1,1,0,,90,,0,-90,Hybrid,1,JUL,90,2018,7
NON TESLA,MERCEDES, C350E,MERCEDES C350E,7/1/2018,Reset,165,1,1,0,,165,,0,-165,Hybrid,1,JUL,165,2018,7
NON TESLA,MERCEDES, GLC 350E,MERCEDES GLC 350E,7/1/2018,Reset,60,1,1,0,,60,,0,-60,Hybrid,1,JUL,60,2018,7
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,7/1/2018,Reset,85,1,1,0,,85,,0,-85,Hybrid,1,JUL,85,2018,7
NON TESLA,MERCEDES, S550E,MERCEDES S550E,7/1/2018,Reset,8,1,1,0,,8,,0,-8,Hybrid,1,JUL,8,2018,7
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,7/1/2018,Reset,210,1,1,0,,210,,0,-210,Hybrid,1,JUL,210,2018,7
NON TESLA,MITSUBISHI, OUTLANDER PHEV,MITSUBISHI OUTLANDER PHEV,7/1/2018,Reset,350,1,1,0,,350,,0,-350,Hybrid,1,JUL,350,2018,7
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,7/1/2018,Reset,15,1,1,0,,15,,0,-15,Hybrid,1,JUL,15,2018,7
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,7/1/2018,Reset,195,1,1,0,,195,,0,-195,Hybrid,1,JUL,195,2018,7
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,7/1/2018,Reset,1984,1,1,0,,1984,,0,-1984,Hybrid,1,JUL,1984,2018,7
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,7/1/2018,Reset,30,1,1,0,,30,,0,-30,Hybrid,1,JUL,30,2018,7
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,7/1/2018,Reset,185,1,1,0,,185,,0,-185,Hybrid,1,JUL,185,2018,7
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,7/1/2018,Reset,115,1,1,0,,115,,0,-115,Hybrid,1,JUL,115,2018,7
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,6/1/2018,Reset,238,1,1,0,,238,,119,-206.114046101,Hybrid,1,JUN,238,2018,6
NON TESLA,BMW, 330E,BMW 330E,6/1/2018,Reset,138,1,1,0,,138,,69,-119.511505722,Hybrid,1,JUN,138,2018,6
NON TESLA,BMW, 530E,BMW 530E,6/1/2018,Reset,942,1,1,0,,942,,471,-815.795930365,Hybrid,1,JUN,942,2018,6
NON TESLA,BMW, 740E,BMW 740E,6/1/2018,Reset,16,1,1,0,,16,,8,-13.856406461,Hybrid,1,JUN,16,2018,6
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,6/1/2018,Reset,321,1,1,0,,321,,160.5,-277.994154615,Hybrid,1,JUN,321,2018,6
NON TESLA,BMW, I8,BMW I8,6/1/2018,Reset,45,1,1,0,,45,,22.5,-38.971143170,Hybrid,1,JUN,45,2018,6
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,6/1/2018,Reset,18,1,1,0,,18,,9,-15.588457268,Hybrid,1,JUN,18,2018,6
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,6/1/2018,Reset,1336,1,1,0,,1336,,668,-1157.009939456,Hybrid,1,JUN,1336,2018,6
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,6/1/2018,Reset,710,1,1,0,,710,,355,-614.878036687,Hybrid,1,JUN,710,2018,6
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,6/1/2018,Reset,6,1,1,0,,6,,3,-5.196152423,Hybrid,1,JUN,6,2018,6
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,6/1/2018,Reset,604,1,1,0,,604,,302,-523.079343886,Hybrid,1,JUN,604,2018,6
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,6/1/2018,Reset,1495,1,1,0,,1495,,747.5,-1294.707978658,Hybrid,1,JUN,1495,2018,6
NON TESLA,HYUNDAI, IONIQ PHEV,HYUNDAI IONIQ PHEV,6/1/2018,Reset,143,1,1,0,,143,,71.5,-123.841632741,Hybrid,1,JUN,143,2018,6
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,6/1/2018,Reset,62,1,1,0,,62,,31,-53.693575035,Hybrid,1,JUN,62,2018,6
NON TESLA,KIA, NIRO PHEV,KIA NIRO PHEV,6/1/2018,Reset,281,1,1,0,,281,,140.5,-243.353138463,Hybrid,1,JUN,281,2018,6
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,6/1/2018,Reset,83,1,1,0,,83,,41.5,-71.880108514,Hybrid,1,JUN,83,2018,6
NON TESLA,MERCEDES, C350E,MERCEDES C350E,6/1/2018,Reset,176,1,1,0,,176,,88,-152.420471066,Hybrid,1,JUN,176,2018,6
NON TESLA,MERCEDES, GLC 350E,MERCEDES GLC 350E,6/1/2018,Reset,66,1,1,0,,66,,33,-57.157676650,Hybrid,1,JUN,66,2018,6
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,6/1/2018,Reset,75,1,1,0,,75,,37.5,-64.951905284,Hybrid,1,JUN,75,2018,6
NON TESLA,MERCEDES, S550E,MERCEDES S550E,6/1/2018,Reset,7,1,1,0,,7,,3.5,-6.062177826,Hybrid,1,JUN,7,2018,6
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,6/1/2018,Reset,211,1,1,0,,211,,105.5,-182.731360199,Hybrid,1,JUN,211,2018,6
NON TESLA,MITSUBISHI, OUTLANDER PHEV,MITSUBISHI OUTLANDER PHEV,6/1/2018,Reset,390,1,1,0,,390,,195,-337.749907476,Hybrid,1,JUN,390,2018,6
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,6/1/2018,Reset,12,1,1,0,,12,,6,-10.392304845,Hybrid,1,JUN,12,2018,6
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,6/1/2018,Reset,168,1,1,0,,168,,84,-145.492267836,Hybrid,1,JUN,168,2018,6
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,6/1/2018,Reset,2237,1,1,0,,2237,,1118.5,-1937.298828266,Hybrid,1,JUN,2237,2018,6
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,6/1/2018,Reset,35,1,1,0,,35,,17.5,-30.310889132,Hybrid,1,JUN,35,2018,6
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,6/1/2018,Reset,226,1,1,0,,226,,113,-195.721741255,Hybrid,1,JUN,226,2018,6
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,6/1/2018,Reset,133,1,1,0,,133,,66.5,-115.181378703,Hybrid,1,JUN,133,2018,6
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,3/1/2018,Reset,214,1,1,0,,214,,185.329436410,107,Hybrid,1,MAR,214,2018,3
NON TESLA,BMW, 330E,BMW 330E,3/1/2018,Reset,202,1,1,0,,202,,174.937131564,101,Hybrid,1,MAR,202,2018,3
NON TESLA,BMW, 530E,BMW 530E,3/1/2018,Reset,689,1,1,0,,689,,596.691503207,344.5,Hybrid,1,MAR,689,2018,3
NON TESLA,BMW, 740E,BMW 740E,3/1/2018,Reset,31,1,1,0,,31,,26.846787517,15.5,Hybrid,1,MAR,31,2018,3
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,3/1/2018,Reset,627,1,1,0,,627,,542.997928173,313.5,Hybrid,1,MAR,627,2018,3
NON TESLA,BMW, I8,BMW I8,3/1/2018,Reset,47,1,1,0,,47,,40.703193978,23.5,Hybrid,1,MAR,47,2018,3
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,3/1/2018,Reset,17,1,1,0,,17,,14.722431864,8.5,Hybrid,1,MAR,17,2018,3
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,3/1/2018,Reset,1782,1,1,0,,1782,,1543.257269544,891,Hybrid,1,MAR,1782,2018,3
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,3/1/2018,Reset,480,1,1,0,,480,,415.692193817,240,Hybrid,1,MAR,480,2018,3
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,3/1/2018,Reset,105,1,1,0,,105,,90.932667397,52.5,Hybrid,1,MAR,105,2018,3
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,3/1/2018,Reset,782,1,1,0,,782,,677.231865759,391,Hybrid,1,MAR,782,2018,3
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,3/1/2018,Reset,1131,1,1,0,,1131,,979.474731680,565.5,Hybrid,1,MAR,1131,2018,3
NON TESLA,HYUNDAI, IONIQ PHEV,HYUNDAI IONIQ PHEV,3/1/2018,Reset,218,1,1,0,,218,,188.793538025,109,Hybrid,1,MAR,218,2018,3
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,3/1/2018,Reset,78,1,1,0,,78,,67.549981495,39,Hybrid,1,MAR,78,2018,3
NON TESLA,KIA, NIRO PHEV,KIA NIRO PHEV,3/1/2018,Reset,227,1,1,0,,227,,196.587766659,113.5,Hybrid,1,MAR,227,2018,3
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,3/1/2018,Reset,156,1,1,0,,156,,135.099962990,78,Hybrid,1,MAR,156,2018,3
NON TESLA,MERCEDES, C350E,MERCEDES C350E,3/1/2018,Reset,208,1,1,0,,208,,180.133283987,104,Hybrid,1,MAR,208,2018,3
NON TESLA,MERCEDES, GLC 350E,MERCEDES GLC 350E,3/1/2018,Reset,57,1,1,0,,57,,49.363448016,28.5,Hybrid,1,MAR,57,2018,3
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,3/1/2018,Reset,181,1,1,0,,181,,156.750598085,90.5,Hybrid,1,MAR,181,2018,3
NON TESLA,MERCEDES, S550E,MERCEDES S550E,3/1/2018,Reset,11,1,1,0,,11,,9.526279442,5.5,Hybrid,1,MAR,11,2018,3
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,3/1/2018,Reset,74,1,1,0,,74,,64.085879880,37,Hybrid,1,MAR,74,2018,3
NON TESLA,MITSUBISHI, OUTLANDER PHEV,MITSUBISHI OUTLANDER PHEV,3/1/2018,Reset,373,1,1,0,,373,,323.027475612,186.5,Hybrid,1,MAR,373,2018,3
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,3/1/2018,Reset,197,1,1,0,,197,,170.607004546,98.5,Hybrid,1,MAR,197,2018,3
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,3/1/2018,Reset,49,1,1,0,,49,,42.435244785,24.5,Hybrid,1,MAR,49,2018,3
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,3/1/2018,Reset,2922,1,1,0,,2922,,2530.526229858,1461,Hybrid,1,MAR,2922,2018,3
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,3/1/2018,Reset,52,1,1,0,,52,,45.033320997,26,Hybrid,1,MAR,52,2018,3
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,3/1/2018,Reset,167,1,1,0,,167,,144.626242432,83.5,Hybrid,1,MAR,167,2018,3
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,3/1/2018,Reset,93,1,1,0,,93,,80.540362552,46.5,Hybrid,1,MAR,93,2018,3
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,5/1/2018,Reset,267,1,1,0,,267,,231.228782810,-133.5,Hybrid,1,MAY,267,2018,5
NON TESLA,BMW, 330E,BMW 330E,5/1/2018,Reset,150,1,1,0,,150,,129.903810568,-75,Hybrid,1,MAY,150,2018,5
NON TESLA,BMW, 530E,BMW 530E,5/1/2018,Reset,729,1,1,0,,729,,631.332519359,-364.5,Hybrid,1,MAY,729,2018,5
NON TESLA,BMW, 740E,BMW 740E,5/1/2018,Reset,17,1,1,0,,17,,14.722431864,-8.5,Hybrid,1,MAY,17,2018,5
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,5/1/2018,Reset,499,1,1,0,,499,,432.146676488,-249.5,Hybrid,1,MAY,499,2018,5
NON TESLA,BMW, I8,BMW I8,5/1/2018,Reset,64,1,1,0,,64,,55.425625842,-32,Hybrid,1,MAY,64,2018,5
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,5/1/2018,Reset,30,1,1,0,,30,,25.980762114,-15,Hybrid,1,MAY,30,2018,5
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,5/1/2018,Reset,1675,1,1,0,,1675,,1450.592551339,-837.5,Hybrid,1,MAY,1675,2018,5
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,5/1/2018,Reset,650,1,1,0,,650,,562.916512460,-325,Hybrid,1,MAY,650,2018,5
