Tesla vs Others,CAR MAKE,CAR MODEL,CAR MAKE AND MODEL,Year Month,Reset,SalesO,# of Auto Makers,# of Car Models,Zero Axis,Sales Tesla,Sales Non Tesla,% Sales,X,Y,Car Type1,Number of Records,Month,Sales,Year,Year Month (copy)
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,10/1/2016,Reset,406,1,1,0,,406,,-406,0,Hybrid,1,OCT,406,2016,10
NON TESLA,BMW, I8,BMW I8,10/1/2016,Reset,199,1,1,0,,199,,-199,0,Hybrid,1,OCT,199,2016,10
NON TESLA,CADILLAC, ELR,CADILLAC ELR,10/1/2016,Reset,3,1,1,0,,3,,-3,0,Hybrid,1,OCT,3,2016,10
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,10/1/2016,Reset,2191,1,1,0,,2191,,-2191,0,Hybrid,1,OCT,2191,2016,10
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,10/1/2016,Reset,571,1,1,0,,571,,-571,0,Hybrid,1,OCT,571,2016,10
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,10/1/2016,Reset,1372,1,1,0,,1372,,-1372,0,Hybrid,1,OCT,1372,2016,10
NON TESLA,HYUNDAI, SONATA PHV,HYUNDAI SONATA PHV,10/1/2016,Reset,255,1,1,0,,255,,-255,0,Hybrid,1,OCT,255,2016,10
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,10/1/2016,Reset,19,1,1,0,,19,,-19,0,Hybrid,1,OCT,19,2016,10
NON TESLA,OTHER,,OTHER,10/1/2016,Reset,0,1,1,0,,0,,0,0,Hybrid,1,OCT,0,2016,10
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,10/1/2016,Reset,138,1,1,0,,138,,-138,0,Hybrid,1,OCT,138,2016,10
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,10/1/2016,Reset,38,1,1,0,,38,,-38,0,Hybrid,1,OCT,38,2016,10
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,10/1/2016,Reset,0,1,1,0,,0,,0,0,Hybrid,1,OCT,0,2016,10
NON TESLA,VOLVO, XC90,VOLVO XC90,10/1/2016,Reset,142,1,1,0,,142,,-142,0,Hybrid,1,OCT,142,2016,10
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,9/1/2016,Reset,312,1,1,0,,312,,-270.199925981,-156,Hybrid,1,SEP,312,2016,9
NON TESLA,BMW, 330E,BMW 330E,9/1/2016,Reset,54,1,1,0,,54,,-46.765371804,-27,Hybrid,1,SEP,54,2016,9
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,9/1/2016,Reset,482,1,1,0,,482,,-417.424244624,-241,Hybrid,1,SEP,482,2016,9
NON TESLA,BMW, I8,BMW I8,9/1/2016,Reset,158,1,1,0,,158,,-136.832013798,-79,Hybrid,1,SEP,158,2016,9
NON TESLA,CADILLAC, ELR,CADILLAC ELR,9/1/2016,Reset,6,1,1,0,,6,,-5.196152423,-3,Hybrid,1,SEP,6,2016,9
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,9/1/2016,Reset,2031,1,1,0,,2031,,-1758.897595086,-1015.5,Hybrid,1,SEP,2031,2016,9
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,9/1/2016,Reset,689,1,1,0,,689,,-596.691503207,-344.5,Hybrid,1,SEP,689,2016,9
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,9/1/2016,Reset,1652,1,1,0,,1652,,-1430.673967052,-826,Hybrid,1,SEP,1652,2016,9
NON TESLA,HYUNDAI, SONATA PHV,HYUNDAI SONATA PHV,9/1/2016,Reset,260,1,1,0,,260,,-225.166604984,-130,Hybrid,1,SEP,260,2016,9
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,9/1/2016,Reset,26,1,1,0,,26,,-22.516660498,-13,Hybrid,1,SEP,26,2016,9
NON TESLA,OTHER,,OTHER,9/1/2016,Reset,0,1,1,0,,0,,0,0,Hybrid,1,SEP,0,2016,9
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,9/1/2016,Reset,131,1,1,0,,131,,-113.449327896,-65.5,Hybrid,1,SEP,131,2016,9
NON TESLA,PORSCHE, PANAMERA S-E,PORSCHE PANAMERA S-E,9/1/2016,Reset,28,1,1,0,,28,,-24.248711306,-14,Hybrid,1,SEP,28,2016,9
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,9/1/2016,Reset,4,1,1,0,,4,,-3.464101615,-2,Hybrid,1,SEP,4,2016,9
NON TESLA,VOLVO, XC90,VOLVO XC90,9/1/2016,Reset,148,1,1,0,,148,,-128.171759760,-74,Hybrid,1,SEP,148,2016,9
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,1/1/2017,Reset,387,1,1,0,,387,,0,387,Hybrid,1,JAN,387,2017,1
NON TESLA,BMW, 330E,BMW 330E,1/1/2017,Reset,129,1,1,0,,129,,0,129,Hybrid,1,JAN,129,2017,1
NON TESLA,BMW, 740E,BMW 740E,1/1/2017,Reset,18,1,1,0,,18,,0,18,Hybrid,1,JAN,18,2017,1
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,1/1/2017,Reset,262,1,1,0,,262,,0,262,Hybrid,1,JAN,262,2017,1
NON TESLA,BMW, I8,BMW I8,1/1/2017,Reset,50,1,1,0,,50,,0,50,Hybrid,1,JAN,50,2017,1
NON TESLA,CADILLAC, ELR,CADILLAC ELR,1/1/2017,Reset,3,1,1,0,,3,,0,3,Hybrid,1,JAN,3,2017,1
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,1/1/2017,Reset,1611,1,1,0,,1611,,0,1611,Hybrid,1,JAN,1611,2017,1
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,1/1/2017,Reset,12,1,1,0,,12,,0,12,Hybrid,1,JAN,12,2017,1
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,1/1/2017,Reset,473,1,1,0,,473,,0,473,Hybrid,1,JAN,473,2017,1
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,1/1/2017,Reset,606,1,1,0,,606,,0,606,Hybrid,1,JAN,606,2017,1
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,1/1/2017,Reset,190,1,1,0,,190,,0,190,Hybrid,1,JAN,190,2017,1
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,1/1/2017,Reset,10,1,1,0,,10,,0,10,Hybrid,1,JAN,10,2017,1
NON TESLA,MERCEDES, C350E,MERCEDES C350E,1/1/2017,Reset,210,1,1,0,,210,,0,210,Hybrid,1,JAN,210,2017,1
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,1/1/2017,Reset,52,1,1,0,,52,,0,52,Hybrid,1,JAN,52,2017,1
NON TESLA,MERCEDES, S550E,MERCEDES S550E,1/1/2017,Reset,55,1,1,0,,55,,0,55,Hybrid,1,JAN,55,2017,1
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,1/1/2017,Reset,177,1,1,0,,177,,0,177,Hybrid,1,JAN,177,2017,1
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,1/1/2017,Reset,2,1,1,0,,2,,0,2,Hybrid,1,JAN,2,2017,1
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,1/1/2017,Reset,1366,1,1,0,,1366,,0,1366,Hybrid,1,JAN,1366,2017,1
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,1/1/2017,Reset,96,1,1,0,,96,,0,96,Hybrid,1,JAN,96,2017,1
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,7/1/2017,Reset,218,1,1,0,,218,,0,-218,Hybrid,1,JUL,218,2017,7
NON TESLA,BMW, 330E,BMW 330E,7/1/2017,Reset,387,1,1,0,,387,,0,-387,Hybrid,1,JUL,387,2017,7
NON TESLA,BMW, 530E,BMW 530E,7/1/2017,Reset,343,1,1,0,,343,,0,-343,Hybrid,1,JUL,343,2017,7
NON TESLA,BMW, 740E,BMW 740E,7/1/2017,Reset,80,1,1,0,,80,,0,-80,Hybrid,1,JUL,80,2017,7
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,7/1/2017,Reset,463,1,1,0,,463,,0,-463,Hybrid,1,JUL,463,2017,7
NON TESLA,BMW, I8,BMW I8,7/1/2017,Reset,55,1,1,0,,55,,0,-55,Hybrid,1,JUL,55,2017,7
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,7/1/2017,Reset,22,1,1,0,,22,,0,-22,Hybrid,1,JUL,22,2017,7
NON TESLA,CADILLAC, ELR,CADILLAC ELR,7/1/2017,Reset,2,1,1,0,,2,,0,-2,Hybrid,1,JUL,2,2017,7
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,7/1/2017,Reset,1518,1,1,0,,1518,,0,-1518,Hybrid,1,JUL,1518,2017,7
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,7/1/2017,Reset,125,1,1,0,,125,,0,-125,Hybrid,1,JUL,125,2017,7
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,7/1/2017,Reset,844,1,1,0,,844,,0,-844,Hybrid,1,JUL,844,2017,7
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,7/1/2017,Reset,703,1,1,0,,703,,0,-703,Hybrid,1,JUL,703,2017,7
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,7/1/2017,Reset,205,1,1,0,,205,,0,-205,Hybrid,1,JUL,205,2017,7
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,7/1/2017,Reset,130,1,1,0,,130,,0,-130,Hybrid,1,JUL,130,2017,7
NON TESLA,MERCEDES, C350E,MERCEDES C350E,7/1/2017,Reset,112,1,1,0,,112,,0,-112,Hybrid,1,JUL,112,2017,7
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,7/1/2017,Reset,27,1,1,0,,27,,0,-27,Hybrid,1,JUL,27,2017,7
NON TESLA,MERCEDES, S550E,MERCEDES S550E,7/1/2017,Reset,124,1,1,0,,124,,0,-124,Hybrid,1,JUL,124,2017,7
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,7/1/2017,Reset,75,1,1,0,,75,,0,-75,Hybrid,1,JUL,75,2017,7
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,7/1/2017,Reset,160,1,1,0,,160,,0,-160,Hybrid,1,JUL,160,2017,7
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,7/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,JUL,0,2017,7
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,7/1/2017,Reset,1645,1,1,0,,1645,,0,-1645,Hybrid,1,JUL,1645,2017,7
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,7/1/2017,Reset,13,1,1,0,,13,,0,-13,Hybrid,1,JUL,13,2017,7
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,7/1/2017,Reset,174,1,1,0,,174,,0,-174,Hybrid,1,JUL,174,2017,7
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,6/1/2017,Reset,324,1,1,0,,324,,162,-280.592230826,Hybrid,1,JUN,324,2017,6
NON TESLA,BMW, 330E,BMW 330E,6/1/2017,Reset,496,1,1,0,,496,,248,-429.548600277,Hybrid,1,JUN,496,2017,6
NON TESLA,BMW, 530E,BMW 530E,6/1/2017,Reset,239,1,1,0,,239,,119.5,-206.980071504,Hybrid,1,JUN,239,2017,6
NON TESLA,BMW, 740E,BMW 740E,6/1/2017,Reset,52,1,1,0,,52,,26,-45.033320997,Hybrid,1,JUN,52,2017,6
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,6/1/2017,Reset,488,1,1,0,,488,,244,-422.620397047,Hybrid,1,JUN,488,2017,6
NON TESLA,BMW, I8,BMW I8,6/1/2017,Reset,22,1,1,0,,22,,11,-19.052558883,Hybrid,1,JUN,22,2017,6
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,6/1/2017,Reset,20,1,1,0,,20,,10,-17.320508076,Hybrid,1,JUN,20,2017,6
NON TESLA,CADILLAC, ELR,CADILLAC ELR,6/1/2017,Reset,7,1,1,0,,7,,3.5,-6.062177826,Hybrid,1,JUN,7,2017,6
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,6/1/2017,Reset,1745,1,1,0,,1745,,872.5,-1511.214329604,Hybrid,1,JUN,1745,2017,6
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,6/1/2017,Reset,355,1,1,0,,355,,177.5,-307.439018343,Hybrid,1,JUN,355,2017,6
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,6/1/2017,Reset,936,1,1,0,,936,,468,-810.599777942,Hybrid,1,JUN,936,2017,6
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,6/1/2017,Reset,707,1,1,0,,707,,353.5,-612.279960476,Hybrid,1,JUN,707,2017,6
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,6/1/2017,Reset,255,1,1,0,,255,,127.5,-220.836477965,Hybrid,1,JUN,255,2017,6
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,6/1/2017,Reset,78,1,1,0,,78,,39,-67.549981495,Hybrid,1,JUN,78,2017,6
NON TESLA,MERCEDES, C350E,MERCEDES C350E,6/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,JUN,0,2017,6
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,6/1/2017,Reset,41,1,1,0,,41,,20.5,-35.507041555,Hybrid,1,JUN,41,2017,6
NON TESLA,MERCEDES, S550E,MERCEDES S550E,6/1/2017,Reset,81,1,1,0,,81,,40.5,-70.148057707,Hybrid,1,JUN,81,2017,6
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,6/1/2017,Reset,10,1,1,0,,10,,5,-8.660254038,Hybrid,1,JUN,10,2017,6
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,6/1/2017,Reset,195,1,1,0,,195,,97.5,-168.874953738,Hybrid,1,JUN,195,2017,6
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,6/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,JUN,0,2017,6
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,6/1/2017,Reset,1619,1,1,0,,1619,,809.5,-1402.095128727,Hybrid,1,JUN,1619,2017,6
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,6/1/2017,Reset,202,1,1,0,,202,,101,-174.937131564,Hybrid,1,JUN,202,2017,6
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,3/1/2017,Reset,414,1,1,0,,414,,358.534517167,207,Hybrid,1,MAR,414,2017,3
NON TESLA,BMW, 330E,BMW 330E,3/1/2017,Reset,365,1,1,0,,365,,316.099272381,182.5,Hybrid,1,MAR,365,2017,3
NON TESLA,BMW, 740E,BMW 740E,3/1/2017,Reset,42,1,1,0,,42,,36.373066959,21,Hybrid,1,MAR,42,2017,3
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,3/1/2017,Reset,397,1,1,0,,397,,343.812085302,198.5,Hybrid,1,MAR,397,2017,3
NON TESLA,BMW, I8,BMW I8,3/1/2017,Reset,49,1,1,0,,49,,42.435244785,24.5,Hybrid,1,MAR,49,2017,3
NON TESLA,CADILLAC, ELR,CADILLAC ELR,3/1/2017,Reset,2,1,1,0,,2,,1.732050808,1,Hybrid,1,MAR,2,2017,3
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,3/1/2017,Reset,2132,1,1,0,,2132,,1846.366160868,1066,Hybrid,1,MAR,2132,2017,3
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,3/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,MAR,0,2017,3
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,3/1/2017,Reset,662,1,1,0,,662,,573.308817305,331,Hybrid,1,MAR,662,2017,3
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,3/1/2017,Reset,1002,1,1,0,,1002,,867.757454592,501,Hybrid,1,MAR,1002,2017,3
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,3/1/2017,Reset,295,1,1,0,,295,,255.477494116,147.5,Hybrid,1,MAR,295,2017,3
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,3/1/2017,Reset,70,1,1,0,,70,,60.621778265,35,Hybrid,1,MAR,70,2017,3
NON TESLA,MERCEDES, C350E,MERCEDES C350E,3/1/2017,Reset,17,1,1,0,,17,,14.722431864,8.5,Hybrid,1,MAR,17,2017,3
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,3/1/2017,Reset,47,1,1,0,,47,,40.703193978,23.5,Hybrid,1,MAR,47,2017,3
NON TESLA,MERCEDES, S550E,MERCEDES S550E,3/1/2017,Reset,60,1,1,0,,60,,51.961524227,30,Hybrid,1,MAR,60,2017,3
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,3/1/2017,Reset,126,1,1,0,,126,,109.119200877,63,Hybrid,1,MAR,126,2017,3
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,3/1/2017,Reset,3,1,1,0,,3,,2.598076211,1.5,Hybrid,1,MAR,3,2017,3
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,3/1/2017,Reset,1618,1,1,0,,1618,,1401.229103323,809,Hybrid,1,MAR,1618,2017,3
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,3/1/2017,Reset,103,1,1,0,,103,,89.200616590,51.5,Hybrid,1,MAR,103,2017,3
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,5/1/2017,Reset,294,1,1,0,,294,,254.611468713,-147,Hybrid,1,MAY,294,2017,5
NON TESLA,BMW, 330E,BMW 330E,5/1/2017,Reset,475,1,1,0,,475,,411.362066798,-237.5,Hybrid,1,MAY,475,2017,5
NON TESLA,BMW, 530E,BMW 530E,5/1/2017,Reset,147,1,1,0,,147,,127.305734356,-73.5,Hybrid,1,MAY,147,2017,5
NON TESLA,BMW, 740E,BMW 740E,5/1/2017,Reset,33,1,1,0,,33,,28.578838325,-16.5,Hybrid,1,MAY,33,2017,5
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,5/1/2017,Reset,433,1,1,0,,433,,374.988999839,-216.5,Hybrid,1,MAY,433,2017,5
NON TESLA,BMW, I8,BMW I8,5/1/2017,Reset,18,1,1,0,,18,,15.588457268,-9,Hybrid,1,MAY,18,2017,5
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,5/1/2017,Reset,16,1,1,0,,16,,13.856406461,-8,Hybrid,1,MAY,16,2017,5
NON TESLA,CADILLAC, ELR,CADILLAC ELR,5/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,MAY,0,2017,5
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,5/1/2017,Reset,1817,1,1,0,,1817,,1573.568158676,-908.5,Hybrid,1,MAY,1817,2017,5
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,5/1/2017,Reset,705,1,1,0,,705,,610.547909668,-352.5,Hybrid,1,MAY,705,2017,5
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,5/1/2017,Reset,950,1,1,0,,950,,822.724133595,-475,Hybrid,1,MAY,950,2017,5
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,5/1/2017,Reset,1000,1,1,0,,1000,,866.025403784,-500,Hybrid,1,MAY,1000,2017,5
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,5/1/2017,Reset,220,1,1,0,,220,,190.525588833,-110,Hybrid,1,MAY,220,2017,5
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,5/1/2017,Reset,85,1,1,0,,85,,73.612159322,-42.5,Hybrid,1,MAY,85,2017,5
NON TESLA,MERCEDES, C350E,MERCEDES C350E,5/1/2017,Reset,7,1,1,0,,7,,6.062177826,-3.5,Hybrid,1,MAY,7,2017,5
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,5/1/2017,Reset,33,1,1,0,,33,,28.578838325,-16.5,Hybrid,1,MAY,33,2017,5
NON TESLA,MERCEDES, S550E,MERCEDES S550E,5/1/2017,Reset,83,1,1,0,,83,,71.880108514,-41.5,Hybrid,1,MAY,83,2017,5
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,5/1/2017,Reset,174,1,1,0,,174,,150.688420258,-87,Hybrid,1,MAY,174,2017,5
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,5/1/2017,Reset,1,1,1,0,,1,,0.866025404,-0.5,Hybrid,1,MAY,1,2017,5
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,5/1/2017,Reset,1908,1,1,0,,1908,,1652.376470421,-954,Hybrid,1,MAY,1908,2017,5
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,5/1/2017,Reset,146,1,1,0,,146,,126.439708953,-73,Hybrid,1,MAY,146,2017,5
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,11/1/2017,Reset,38,1,1,0,,38,,-32.908965344,19,Hybrid,1,NOV,38,2017,11
NON TESLA,BMW, 330E,BMW 330E,11/1/2017,Reset,477,1,1,0,,477,,-413.094117605,238.5,Hybrid,1,NOV,477,2017,11
NON TESLA,BMW, 530E,BMW 530E,11/1/2017,Reset,872,1,1,0,,872,,-755.174152100,436,Hybrid,1,NOV,872,2017,11
NON TESLA,BMW, 740E,BMW 740E,11/1/2017,Reset,120,1,1,0,,120,,-103.923048454,60,Hybrid,1,NOV,120,2017,11
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,11/1/2017,Reset,929,1,1,0,,929,,-804.537600116,464.5,Hybrid,1,NOV,929,2017,11
NON TESLA,BMW, I8,BMW I8,11/1/2017,Reset,44,1,1,0,,44,,-38.105117767,22,Hybrid,1,NOV,44,2017,11
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,11/1/2017,Reset,29,1,1,0,,29,,-25.114736710,14.5,Hybrid,1,NOV,29,2017,11
NON TESLA,CADILLAC, ELR,CADILLAC ELR,11/1/2017,Reset,0,1,1,0,,0,,0,0,Hybrid,1,NOV,0,2017,11
NON TESLA,CHEVROLET, VOLT,CHEVROLET VOLT,11/1/2017,Reset,1702,1,1,0,,1702,,-1473.975237241,851,Hybrid,1,NOV,1702,2017,11
NON TESLA,CHRYSLER, PACIFICA HYBRID,CHRYSLER PACIFICA HYBRID,11/1/2017,Reset,570,1,1,0,,570,,-493.634480157,285,Hybrid,1,NOV,570,2017,11
NON TESLA,FORD, C-MAX ENERGI,FORD C-MAX ENERGI,11/1/2017,Reset,523,1,1,0,,523,,-452.931286179,261.5,Hybrid,1,NOV,523,2017,11
NON TESLA,FORD, FUSION ENERGI,FORD FUSION ENERGI,11/1/2017,Reset,731,1,1,0,,731,,-633.064570166,365.5,Hybrid,1,NOV,731,2017,11
NON TESLA,HONDA, CLARITY PHEV,HONDA CLARITY PHEV,11/1/2017,Reset,5,1,1,0,,5,,-4.330127019,2.5,Hybrid,1,NOV,5,2017,11
NON TESLA,HYUNDAI, SONATA PHEV,HYUNDAI SONATA PHEV,11/1/2017,Reset,135,1,1,0,,135,,-116.913429511,67.5,Hybrid,1,NOV,135,2017,11
NON TESLA,KIA, OPTIMA PHEV,KIA OPTIMA PHEV,11/1/2017,Reset,213,1,1,0,,213,,-184.463411006,106.5,Hybrid,1,NOV,213,2017,11
NON TESLA,MERCEDES, C350E,MERCEDES C350E,11/1/2017,Reset,16,1,1,0,,16,,-13.856406461,8,Hybrid,1,NOV,16,2017,11
NON TESLA,MERCEDES, GLE 550E,MERCEDES GLE 550E,11/1/2017,Reset,41,1,1,0,,41,,-35.507041555,20.5,Hybrid,1,NOV,41,2017,11
NON TESLA,MERCEDES, S550E,MERCEDES S550E,11/1/2017,Reset,22,1,1,0,,22,,-19.052558883,11,Hybrid,1,NOV,22,2017,11
NON TESLA,MINI, COUNTRYMAN SE PHEV,MINI COUNTRYMAN SE PHEV,11/1/2017,Reset,96,1,1,0,,96,,-83.138438763,48,Hybrid,1,NOV,96,2017,11
NON TESLA,PORSCHE, CAYENNE S-E,PORSCHE CAYENNE S-E,11/1/2017,Reset,38,1,1,0,,38,,-32.908965344,19,Hybrid,1,NOV,38,2017,11
NON TESLA,PORSCHE, PANAMERA E-HYBRID,PORSCHE PANAMERA E-HYBRID,11/1/2017,Reset,5,1,1,0,,5,,-4.330127019,2.5,Hybrid,1,NOV,5,2017,11
NON TESLA,TOYOTA, PRIUS PRIME,TOYOTA PRIUS PRIME,11/1/2017,Reset,1834,1,1,0,,1834,,-1588.290590541,917,Hybrid,1,NOV,1834,2017,11
NON TESLA,VOLVO, S90 T8 PHEV,VOLVO S90 T8 PHEV,11/1/2017,Reset,32,1,1,0,,32,,-27.712812921,16,Hybrid,1,NOV,32,2017,11
NON TESLA,VOLVO, XC60 PHEV,VOLVO XC60 PHEV,11/1/2017,Reset,82,1,1,0,,82,,-71.014083110,41,Hybrid,1,NOV,82,2017,11
NON TESLA,VOLVO, XC90 T8 PHEV,VOLVO XC90 T8 PHEV,11/1/2017,Reset,204,1,1,0,,204,,-176.669182372,102,Hybrid,1,NOV,204,2017,11
NON TESLA,AUDI, A3 SPORTBACK E-TRON,AUDI A3 SPORTBACK E-TRON,10/1/2017,Reset,17,1,1,0,,17,,-17,0,Hybrid,1,OCT,17,2017,10
NON TESLA,BMW, 330E,BMW 330E,10/1/2017,Reset,307,1,1,0,,307,,-307,0,Hybrid,1,OCT,307,2017,10
NON TESLA,BMW, 530E,BMW 530E,10/1/2017,Reset,596,1,1,0,,596,,-596,0,Hybrid,1,OCT,596,2017,10
NON TESLA,BMW, 740E,BMW 740E,10/1/2017,Reset,55,1,1,0,,55,,-55,0,Hybrid,1,OCT,55,2017,10
NON TESLA,BMW, X5 XDRIVE 40E,BMW X5 XDRIVE 40E,10/1/2017,Reset,329,1,1,0,,329,,-329,0,Hybrid,1,OCT,329,2017,10
NON TESLA,BMW, I8,BMW I8,10/1/2017,Reset,33,1,1,0,,33,,-33,0,Hybrid,1,OCT,33,2017,10
NON TESLA,CADILLAC, CT6 PHEV,CADILLAC CT6 PHEV,10/1/2017,Reset,27,1,1,0,,27,,-27,0,Hybrid,1,OCT,27,2017,10
